thomasID,govtrackID,bioguideID,opensecretsID,lisID,votesmartID,fecIDs,icpsrID,wikipediaID,cspanID,washpostID,firstName,lastName,birthday,gender,religion,party,democratCount,republicanCount,otherCount,state,district,type,currentParty
,402557,C000418,,,,[],1750,Abraham Clark,,,Abraham,Clark,1726-02-15,M,,other,0,0,2,NJ,-1,House,
,402678,C000545,,,,[],1865,David Cobb (Massachusetts),,,David,Cobb,1748-09-14,M,,other,0,0,1,MA,-1,House,
,402720,C000591,,,,[],1906,Peleg Coffin Jr.,,,Peleg,Coffin,1756-11-03,M,,other,0,0,1,MA,3,House,
,412032,D000157,,,,[],2432,William Johnston Dawson,,,William,Dawson,,M,,other,0,0,1,NC,8,House,Anti-Administration
,403755,E000060,,,,[],2859,Benjamin Edwards (Maryland),,,Benjamin,Edwards,1753-08-12,M,,other,0,0,1,MD,3,House,
,404133,F000178,,,,[],3196,Thomas Fitzsimons,,,Thomas,Fitzsimons,,M,,other,0,0,3,PA,-1,House,
,404232,F000282,,,,[],3285,Uriah Forrest,,,Uriah,Forrest,,M,,other,0,0,1,MD,3,House,
,404314,F000368,,,,[],3361,Frederick Frelinghuysen (general),,,Frederick,Frelinghuysen,1753-04-13,M,,other,0,0,1,NJ,,Senate,Federalist
,404574,G000211,,,,[],3607,Alexander Gillon,,,Alexander,Gillon,,M,,other,0,0,1,SC,5,House,
,404669,G000311,,,,[],3695,James Gordon (New York),,,James,Gordon,1739-10-31,M,,other,0,0,2,NY,9,House,
,404811,G000466,,,,[],3825,Samuel Griffin,,,Samuel,Griffin,,M,,other,0,0,3,VA,13,House,
,405601,H000750,,,,[],4546,Samuel Holten,,,Samuel,Holten,1738-06-09,M,,other,0,0,1,MA,1,House,
,405892,I000035,,,,[],4820,William Irvine (general),,,William,Irvine,1741-11-03,M,,other,0,0,1,PA,-1,House,
,406680,L000178,,,,[],5543,Amasa Learned,,,Amasa,Learned,1750-11-15,M,,other,0,0,2,CT,-1,House,
,406703,L000200,,,,[],5564,Richard Bland Lee,,,Richard,Lee,1761-01-20,M,,other,0,0,3,VA,17,House,
,407188,M000166,,,,[],6012,Alexander Martin,,,Alexander,Martin,,M,,republican,0,1,0,NC,,Senate,Republican
,407423,M000424,,,,[],6230,"Joseph ""Pleasant Gardens"" McDowell",,,Joseph,McDowell,1758-02-25,M,,other,0,0,1,NC,1,House,
,407611,M000622,,,,[],6401,Alexander Mebane,,,Alexander,Mebane,1744-11-26,M,,other,0,0,1,NC,4,House,
,407631,M000645,,,,[],6418,John Francis Mercer,,,John,Mercer,1759-05-17,M,,other,0,0,2,MD,2,House,
,407803,M000828,,,,[],6574,Stephen Mix Mitchell,,,Stephen,Mitchell,1743-12-09,M,,other,0,0,1,CT,,Senate,Pro-Administration
,407845,M000873,,,,[],6608,William Montgomery (Pennsylvania),,,William,Montgomery,1736-08-03,M,,other,0,0,1,PA,-1,House,
,408143,N000055,,,,[],6883,Joseph Neville,,,Joseph,Neville,,M,,other,0,0,1,VA,3,House,
,408193,N000109,,,,[],6932,Nathaniel Niles (politician),,,Nathaniel,Niles,1741-04-03,M,,other,0,0,2,VT,2,House,
,408719,P000320,,,,[],7425,Andrew Pickens (congressman),,,Andrew,Pickens,1739-09-13,M,,other,0,0,1,SC,6,House,
,409691,S000186,,,,[],8312,Thomas Scott (politician),,,Thomas,Scott,,M,,other,0,0,2,PA,-1,House,
,410466,S001009,,,,[],9028,Caleb Strong,,,Caleb,Strong,1745-01-09,M,,other,0,0,2,MA,,Senate,Federalist
,410609,T000019,,,,[],9161,Silas Talbot,,,Silas,Talbot,1751-01-11,M,,other,0,0,1,NY,10,House,
,410931,T000361,,,,[],9463,Thomas Tredwell,,,Thomas,Tredwell,1743-02-06,M,,other,0,0,2,NY,2,House,
,411084,V000039,,,,[],9615,Peter Van Gaasbeck,,,Peter,Van Gaasbeck,1754-09-27,M,,other,0,0,1,NY,4,House,
,411159,V000104,,,,[],9676,John Vining,,,John,Vining,1758-12-23,M,,other,0,0,3,DE,,Senate,Federalist
,411192,W000013,,,,[],9706,Jeremiah Wadsworth,,,Jeremiah,Wadsworth,1743-07-12,M,,other,0,0,3,CT,-1,House,
,411230,W000051,,,,[],9739,Francis Walker (Virginia),,,Francis,Walker,1764-06-22,M,,other,0,0,1,VA,14,House,
,411302,W000127,,,,[],9808,Artemas Ward,,,Artemas,Ward,1727-11-26,M,,other,0,0,2,MA,2,House,
,411380,W000211,,,,[],9881,John Watts (New York politician),,,John,Watts,1749-08-27,M,,other,0,0,1,NY,1,House,
,411648,W000491,,,,[],10136,Benjamin Williams,,,Benjamin,Williams,1751-01-01,M,,other,0,0,1,NC,10,House,
,411787,W000633,,,,[],10272,Paine Wingate,,,Paine,Wingate,1739-05-14,M,,other,0,0,2,NH,-1,House,
,410689,T000107,,,,[],9238,Henry Tazewell,,,Henry,Tazewell,1753-11-27,M,,republican,0,1,0,VA,,Senate,Republican
,412123,W000114,,,,[],9796,George Walton,,,George,Walton,,M,,other,0,0,1,GA,,Senate,Federalist
,400829,A000174,,,,[],154,Fisher Ames,,,Fisher,Ames,1758-04-09,M,,other,0,0,4,MA,8,House,Federalist
,401455,B000474,,,,[],719,William Bingham,,,William,Bingham,1752-03-08,M,,other,0,0,1,PA,,Senate,Federalist
,401537,B000563,,,,[],800,Timothy Bloodworth,,,Timothy,Bloodworth,,M,,other,0,1,1,NC,,Senate,Republican
,401631,B000669,,,,[],884,Benjamin Bourne,,,Benjamin,Bourne,1755-09-09,M,,other,0,0,4,RI,-1,House,Federalist
,401964,B001014,,,,[],1195,Daniel Buck,,,Daniel,Buck,1753-11-09,M,,other,0,0,1,VT,2,House,Federalist
,402753,C000624,,,,[],1936,Isaac Coles,,,Isaac,Coles,1747-03-02,M,,republican,0,3,0,VA,6,House,Republican
,402964,C000848,,,,[],2125,Jeremiah Crabb,,,Jeremiah,Crabb,,M,,other,0,0,1,MD,3,House,Federalist
,403340,D000178,,,,[],2451,Henry Dearborn,,,Henry,Dearborn,1751-02-23,M,,republican,0,2,0,MA,12,House,Republican
,403681,D000578,,,,[],2796,Gabriel Duvall,,,Gabriel,Duvall,1752-12-06,M,,republican,0,2,0,MD,2,House,Republican
,403706,E000010,,,,[],2816,Samuel Earle,,,Samuel,Earle,1760-11-28,M,,republican,0,1,0,SC,6,House,Republican
,404539,G000173,,,,[],3573,Ezekiel Gilbert,,,Ezekiel,Gilbert,1756-03-25,M,,other,0,0,2,NY,6,House,Federalist
,404782,G000434,,,,[],3798,Christopher Greenup,,,Christopher,Greenup,,M,,republican,0,3,0,KY,1,House,Republican
,404870,G000526,,,,[],3877,James Gunn (senator),,,James,Gunn,1753-03-13,M,,other,0,0,2,GA,,Senate,Federalist
,405030,H000148,,,,[],4026,George Hancock (Virginia),,,George,Hancock,1754-06-13,M,,other,0,0,2,VA,5,House,Federalist
,405217,H000348,,,,[],4193,John Hathorn,,,John,Hathorn,1749-01-09,M,,republican,0,2,0,NY,4,House,Republican
,405297,H000431,,,,[],4269,John Heath (politician),,,John,Heath,1758-05-08,M,,republican,0,2,0,VA,19,House,Republican
,405351,H000488,,,,[],4315,Thomas Henderson (New Jersey),,,Thomas,Henderson,1743-08-15,M,,other,0,0,1,NJ,-1,House,Federalist
,405370,H000508,,,,[],4333,John Henry (Maryland politician),,,John,Henry,,M,,other,0,0,2,MD,,Senate,Federalist
,406576,L000067,,,,[],5449,John Langdon (politician),,,John,Langdon,1741-06-26,M,,other,0,1,1,NH,,Senate,Republican
,406749,L000246,,,,[],5611,George Leonard (Congressman),,,George,Leonard,1729-07-04,M,,other,0,0,3,MA,7,House,Federalist
,407014,L000530,,,,[],5852,William Lyman (congressman),,,William,Lyman,1755-12-07,M,,republican,0,2,0,MA,2,House,Republican
,407176,M000155,,,,[],6000,Humphrey Marshall (politician),,,Humphrey,Marshall,,M,,other,0,0,1,KY,,Senate,Federalist
,408029,M001063,,,,[],6781,Frederick Muhlenberg,,,Frederick,Muhlenberg,1750-01-01,M,,other,0,1,3,PA,2,House,Republican
,408082,M001119,,,,[],6830,William Vans Murray,,,William,Murray,1760-02-09,M,,other,0,0,3,MD,8,House,Federalist
,408358,O000101,,,,[],7084,Alexander D. Orr,,,Alexander,Orr,1761-11-06,M,,republican,0,3,0,KY,2,House,Republican
,408429,P000018,,,,[],7156,John Page (Virginia politician),,,John,Page,1743-04-17,M,,republican,0,4,0,VA,12,House,Republican
,408437,P000026,,,,[],7164,Elijah Paine,,,Elijah,Paine,1757-01-21,M,,other,0,0,1,VT,,Senate,Federalist
,408516,P000108,,,,[],7235,John Patten (American politician),,,John,Patten,1746-04-26,M,,republican,0,2,0,DE,0,House,Republican
,408899,P000514,,,,[],7603,Francis Preston,,,Francis,Preston,1765-08-02,M,,republican,0,2,0,VA,4,House,Republican
,409072,R000092,,,,[],7763,Jacob Read,,,Jacob,Read,,M,,other,0,0,1,SC,,Senate,Federalist
,409191,R000215,,,,[],7870,John Richards (Pennsylvania),,,John,Richards,1753-04-18,M,,republican,0,1,0,PA,4,House,Republican
,409504,R000548,,,,[],8148,Robert Rutherford (congressman),,,Robert,Rutherford,1728-10-20,M,,republican,0,2,0,VA,1,House,Republican
,409836,S000339,,,,[],8448,John Samuel Sherburne,,,John,Sherburne,,M,,republican,0,2,0,NH,-1,House,Republican
,410037,S000555,,,,[],8637,Isaac Smith (New Jersey),,,Isaac,Smith,,M,,other,0,0,1,NJ,-1,House,Federalist
,410220,S000753,,,,[],8811,Thomas Sprigg,,,Thomas,Sprigg,,M,,republican,0,2,0,MD,4,House,Republican
,412181,S001029,,,,[],9048,William Francis Strudwick,,,William,Strudwick,,M,,other,0,0,1,NC,4,House,Federalist
,410571,S001119,,,,[],9127,Zephaniah Swift,,,Zephaniah,Swift,1759-02-27,M,,other,0,0,2,CT,-1,House,Federalist
,410638,T000050,,,,[],9187,Absalom Tatom,,,Absalom,Tatom,,M,,republican,0,1,0,NC,4,House,Republican
,410958,T000389,,,,[],9489,Jonathan Trumbull Jr.,,,Jonathan,Trumbull,1740-03-26,M,,other,0,0,4,CT,,Senate,Federalist
,411538,W000377,,,,[],,James White (North Carolina politician),,,James,White,1749-06-16,M,,other,0,0,2,TN,-1,House,
,401543,B000570,,,,[],806,William Blount,,,William,Blount,1749-03-26,M,,republican,0,1,0,TN,,Senate,Republican
,404647,G000286,,,,[],3674,Benjamin Goodhue,,,Benjamin,Goodhue,1748-09-20,M,,other,0,0,4,MA,,Senate,Federalist
,405688,H000841,,,,[],4628,John Eager Howard,,,John,Howard,1752-06-04,M,,other,0,0,1,MD,,Senate,Federalist
,412128,H000982,,,,[],4753,John Hunter (South Carolina politician),,,John,Hunter,,M,,other,0,1,1,SC,,Senate,Republican
,406626,L000120,,,,[],5498,John Laurance,,,John,Laurance,,M,,other,0,0,3,NY,,Senate,Federalist
,410640,T000052,,,,[],9189,Josiah Tattnall (Senator),,,Josiah,Tattnall,,M,,republican,0,1,0,GA,,Senate,Republican
,400785,A000129,,,,[],112,John Allen (Connecticut),,,John,Allen,1763-06-12,M,,other,0,0,1,CT,-1,House,Federalist
,401387,B000396,,,,[],656,Lemuel Benton,,,Lemuel,Benton,,M,,republican,0,3,0,SC,3,House,Republican
,401695,B000735,,,,[],947,Theophilus Bradbury,,,Theophilus,Bradbury,1739-11-13,M,,other,0,0,2,MA,11,House,Federalist
,401832,B000875,,,,[],1072,David Brooks (politician),,,David,Brooks,,M,,other,0,0,1,NY,5,House,Federalist
,401943,B000991,,,,[],1176,Nathan Bryan,,,Nathan,Bryan,,M,,republican,0,2,0,NC,10,House,Republican
,402001,B001053,,,,[],1232,Stephen Bullock,,,Stephen,Bullock,1735-10-10,M,,other,0,0,1,MA,7,House,Federalist
,402027,B001081,,,,[],1255,Dempsey Burges,,,Dempsey,Burges,,M,,republican,0,2,0,NC,8,House,Republican
,402455,C000313,,,,[],1655,John Chapman (congressman),,,John,Chapman,1740-10-18,M,,other,0,0,1,PA,4,House,Federalist
,402508,C000369,,,,[],1706,Nathaniel Chipman,,,Nathaniel,Chipman,1752-11-15,M,,other,0,0,1,VT,,Senate,Federalist
,402694,C000563,,,,[],1881,James Cochran (New York politician),,,James,Cochran,1769-02-11,M,,other,0,0,1,NY,10,House,Federalist
,402729,C000600,,,,[],1914,Joshua Coit,,,Joshua,Coit,1758-10-07,M,,other,0,0,3,CT,-1,House,Federalist
,403211,D000073,,,,[],2355,James Davenport (Connecticut congressman),,,James,Davenport,1758-10-12,M,,other,0,0,2,CT,-1,House,Federalist
,403782,E000089,,,,[],2881,George Ege,,,George,Ege,1748-03-09,M,,other,0,0,2,PA,5,House,Federalist
,404262,F000313,,,,[],3315,Theodore Foster,,,Theodore,Foster,1752-04-29,M,,other,0,1,1,RI,,Senate,Republican
,404311,F000365,,,,[],3358,Nathaniel Freeman Jr.,,,Nathaniel,Freeman,1766-05-01,M,,other,0,1,1,MA,5,House,Republican
,412155,H000266,,,,[],4127,Carter Bassett Harrison,,,Carter,Harrison,,M,,republican,0,2,1,VA,10,House,Republican
,405652,H000803,,,,[],4593,Hezekiah L. Hosmer,,,Hezekiah,Hosmer,1765-06-07,M,,other,0,0,1,NY,6,House,Federalist
,406621,L000115,,,,[],5494,Henry Latimer (senator),,,Henry,Latimer,1752-04-24,M,,other,0,0,3,DE,,Senate,Federalist
,406869,L000377,,,,[],5725,James Lloyd (Maryland politician),,,James,Lloyd,,M,,other,0,0,1,MD,,Senate,Federalist
,406881,L000389,,,,[],5734,Matthew Locke (U.S. Congress),,,Matthew,Locke,,M,,republican,0,3,0,NC,2,House,Republican
,412066,M000013,,,,[],5879,James Machir,,,James,Machir,,M,,other,0,0,1,VA,3,House,Federalist
,407244,M000226,,,,[],6063,Stevens Thomson Mason (Virginia),,,Stevens,Mason,1760-12-29,M,,republican,0,2,0,VA,,Senate,Republican
,407274,M000256,,,,[],6087,William Matthews (politician),,,William,Matthews,1755-04-26,M,,other,0,0,1,MD,6,House,Federalist
,412070,M000336,,,,[],6155,Blair McClenachan,,,Blair,McClenachan,,M,,republican,0,1,0,PA,2,House,Republican
,407424,M000423,,,,[],6229,"Joseph McDowell, Jr.",,,Joseph,McDowell,1756-02-15,M,,republican,0,1,0,NC,1,House,Republican
,407914,M000946,,,,[],6674,Daniel Morgan,,,Daniel,Morgan,,M,,other,0,0,1,VA,1,House,Federalist
,408468,P000058,,,,[],7192,Isaac Parker (congressman),,,Isaac,Parker,1768-06-17,M,,other,0,0,1,MA,12,House,Federalist
,409412,R000448,,,,[],8070,James Ross (Pennsylvania politician),,,James,Ross,1762-07-12,M,,other,0,0,2,PA,,Senate,Federalist
,409506,R000550,,,,[],8150,John Rutherfurd,,,John,Rutherfurd,1760-09-20,M,,other,0,0,2,NJ,,Senate,Federalist
,409661,S000154,,,,[],8282,Philip Schuyler,,,Philip,Schuyler,1733-11-20,M,,other,0,0,2,NY,,Senate,Federalist
,409941,S000448,,,,[],8544,Thomas Sinnickson (merchant),,,Thomas,Sinnickson,1744-12-21,M,,other,0,0,2,NJ,-1,House,Federalist
,409952,S000460,,,,[],8555,Samuel Sitgreaves,,,Samuel,Sitgreaves,1764-03-16,M,,other,0,0,2,PA,4,House,Federalist
,410045,S000563,,,,[],8644,Jeremiah Smith (lawyer),,,Jeremiah,Smith,1759-11-29,M,,other,0,0,4,NH,-1,House,Federalist
,410075,S000595,,,,[],8671,Nathaniel Smith,,,Nathaniel,Smith,1762-01-06,M,,other,0,0,2,CT,-1,House,Federalist
,410100,S000625,,,,[],8695,William Smith (South Carolina representative),,,William,Smith,1751-09-20,M,,republican,0,1,0,SC,6,House,Republican
,410107,S000633,,,,[],8702,William Loughton Smith,,,William,Smith,,M,,other,0,0,5,SC,1,House,Federalist
,410212,S000743,,,,[],8802,Peleg Sprague (New Hampshire politician),,,Peleg,Sprague,1756-12-10,M,,other,0,0,1,NH,-1,House,Federalist
,410548,S001095,,,,[],9107,John Swanwick,,,John,Swanwick,,M,,republican,0,2,0,PA,1,House,Republican
,410811,T000232,,,,[],9353,Mark Thomson,,,Mark,Thomson,,M,,other,0,0,2,NJ,-1,House,Federalist
,411070,V000012,,,,[],9591,John Evert Van Alen,,,John,Van Alen,,M,,other,0,0,3,NY,7,House,Federalist
,411671,W000513,,,,[],10159,"John Williams (Salem, New York)",,,John,Williams,,M,,other,0,0,2,NY,9,House,Federalist
,402634,C000497,,,,[],1823,Joshua Clayton,,,Joshua,Clayton,1744-07-20,M,,other,0,0,1,DE,,Senate,Federalist
,405516,H000661,,,,[],4469,John Sloss Hobart,,,John,Hobart,1738-05-06,M,,other,0,0,1,NY,,Senate,Federalist
,408226,N000142,,,,[],6963,William North,,,William,North,,M,,other,0,0,1,NY,,Senate,Federalist
,411373,W000202,,,,[],9874,James Watson (New York),,,James,Watson,1750-04-06,M,,other,0,0,1,NY,,Senate,Federalist
,401197,B000198,,,,[],484,Bailey Bartlett,,,Bailey,Bartlett,1750-01-29,M,,other,0,0,2,MA,11,House,Federalist
,401691,B000731,,,,[],943,Jonathan Brace,,,Jonathan,Brace,1754-11-12,M,,other,0,0,2,CT,-1,House,Federalist
,401882,B000927,,,,[],1116,John Brown (Rhode Island),,,John,Brown,1736-01-27,M,,other,0,0,1,RI,-1,House,Federalist
,401881,B000929,,,,[],1118,John Brown (Kentucky),,,John,Brown,1757-09-12,M,,other,0,2,2,KY,,Senate,Republican
,402521,C000382,,,,[],1716,Gabriel Christie (Maryland),,,Gabriel,Christie,1775-09-12,M,,republican,0,3,0,MD,6,House,Republican
,402701,C000572,,,,[],1888,William Cocke,,,William,Cocke,,M,,republican,0,2,0,TN,,Senate,Republican
,402884,C000764,,,,[],2058,William Cooper (judge),,,William,Cooper,1754-12-02,M,,other,0,0,2,NY,10,House,Federalist
,402978,C000863,,,,[],2139,William Craik,,,William,Craik,1761-10-31,M,,other,0,0,3,MD,3,House,Federalist
,403207,D000069,,,,[],2351,Franklin Davenport,,,Franklin,Davenport,,M,,other,0,0,2,NJ,5,House,Federalist
,403297,D000165,,,,[],2440,Jonathan Dayton,,,Jonathan,Dayton,1760-10-16,M,,other,0,0,5,NJ,,Senate,Federalist
,403392,D000254,,,,[],2512,George Dent,,,George,Dent,,M,,other,0,0,4,MD,1,House,Federalist
,403419,D000296,,,,[],2550,Samuel Dexter,,,Samuel,Dexter,1761-05-14,M,,other,0,0,2,MA,,Senate,Federalist
,403449,D000331,,,,[],2581,Joseph Dickson,,,Joseph,Dickson,,M,,other,0,0,1,NC,1,House,Federalist
,403747,E000052,,,,[],2852,William Edmond,,,William,Edmond,1755-09-28,M,,other,0,0,2,CT,-1,House,Federalist
,403784,E000091,,,,[],2883,Joseph Eggleston,,,Joseph,Eggleston,1754-11-24,M,,republican,0,2,0,VA,9,House,Republican
,412146,E000257,,,,[],3021,Thomas Evans (congressman),,,Thomas,Evans,,M,,other,0,0,2,VA,12,House,Federalist
,404310,F000364,,,,[],3357,Jonathan Freeman (representative),,,Jonathan,Freeman,1745-03-21,M,,other,0,0,2,NH,-1,House,Federalist
,404397,G000020,,,,[],3437,Albert Gallatin,,,Albert,Gallatin,1761-01-29,M,,republican,0,3,0,PA,12,House,Republican
,404597,G000235,,,,[],3628,Henry Glen,,,Henry,Glen,1739-07-13,M,,other,0,0,4,NY,8,House,Federalist
