thomasID,govtrackID,bioguideID,opensecretsID,lisID,votesmartID,fecIDs,icpsrID,wikipediaID,cspanID,washpostID,firstName,lastName,birthday,gender,religion,party,democratCount,republicanCount,otherCount,state,district,type,currentParty
01695,300002,A000360,N00009888,S289,15691,"['S2TN00058', 'P60003225']",40304,Lamar Alexander,5,,Lamar,Alexander,1940-07-03,M,Presbyterian,republican,0,3,0,TN,,Senate,Republican
00213,300023,C000567,N00003328,S136,53312,['S8MS00055'],14009,Thad Cochran,1200,,Thad,Cochran,1937-12-07,M,Baptist,republican,0,10,0,MS,,Senate,Republican
01541,300025,C001035,N00000491,S252,379,['S6ME00159'],49703,Susan Collins,45738,,Susan,Collins,1952-12-07,F,Catholic,republican,0,4,0,ME,,Senate,Republican
01692,300027,C001056,N00024852,S287,15375,['S2TX00106'],40305,John Cornyn,93131,,John,Cornyn,1952-02-02,M,Church of Christ,republican,0,4,0,TX,,Senate,Republican
00326,300038,D000563,N00004981,S253,26847,"['S6IL00151', 'H2IL20026']",15021,Dick Durbin,6741,,Richard,Durbin,1944-11-21,M,Roman Catholic,democrat,11,0,0,IL,,Senate,Democrat
01542,300041,E000285,N00006249,S254,558,['S6WY00126'],49706,Mike Enzi,45824,,Michael,Enzi,1944-02-01,M,Presbyterian,republican,0,4,0,WY,,Senate,Republican
00452,300047,G000359,N00009975,S293,21992,"['S0SC00149', 'H4SC03087']",29566,Lindsey Graham,36782,,Lindsey,Graham,1955-07-09,M,Southern Baptist,republican,0,7,0,SC,,Senate,Republican
00583,300055,I000024,N00005582,S236,27027,"['S4OK00083', 'H6OK01102']",15424,Jim Inhofe,5619,,James,Inhofe,1934-11-17,M,Presbyterian,republican,0,9,0,OK,,Senate,Republican
01395,300072,M000355,N00003389,S174,53298,['S2KY00012'],14921,Mitch McConnell,2351,,Mitch,McConnell,1942-02-20,M,Baptist,republican,0,6,0,KY,,Senate,Republican
01900,412325,M001176,N00029303,S322,23644,['S8OR00207'],40908,Jeff Merkley,1029842,,Jeff,Merkley,1956-10-24,M,,democrat,2,0,0,OR,,Senate,Democrat
00949,300081,R000122,N00000362,S259,27060,"['S6RI00163', 'H0RI02071']",29142,Jack Reed (politician),24239,,John,Reed,1949-11-12,M,Roman Catholic,democrat,7,0,0,RI,,Senate,Democrat
01896,412322,R000584,N00029441,S323,2919,['S8ID00092'],40902,Jim Risch,1020034,,James,Risch,1943-05-03,M,,republican,0,2,0,ID,,Senate,Republican
00968,300083,R000307,N00005285,S260,26866,"['S6KS00080', 'H0KS01016']",14852,Pat Roberts,16354,,Pat,Roberts,1936-04-20,M,Methodist,republican,0,12,0,KS,,Senate,Republican
01548,300088,S001141,N00003062,S261,443,['S6AL00195'],49700,Jeff Sessions,44441,,Jefferson,Sessions,1946-12-24,M,Methodist,republican,0,4,0,AL,,Senate,Republican
01901,412323,S001181,N00024790,S324,1663,['S0NH00219'],40906,Jeanne Shaheen,22850,,Jeanne,Shaheen,1947-01-28,F,,democrat,2,0,0,NH,,Senate,Democrat
01567,400413,U000039,N00006561,S326,22658,"['H8NM03097', 'S8NM00184']",29924,Tom Udall,10075,,Tom,Udall,1948-05-18,M,Latter Day Saints,democrat,7,0,0,NM,,Senate,Democrat
01897,412321,W000805,N00002097,S327,535,"['S6VA00093', 'P80003023']",40909,Mark Warner,7630,,Mark,Warner,1954-12-15,M,,democrat,2,0,0,VA,,Senate,Democrat
01866,412223,G000555,N00027658,S331,65147,"['H6NY20167', 'S0NY00410']",20735,Kirsten Gillibrand,1022862,,Kirsten,Gillibrand,1966-12-09,F,,democrat,4,0,0,NY,,Senate,Democrat
01969,412378,F000457,N00029016,S332,108924,['S8MN00438'],40904,Al Franken,23334,,Alan,Franken,1951-05-21,M,,democrat,2,0,0,MN,,Senate,Democrat
01984,412390,C001088,N00031820,S337,122834,['S0DE00092'],40916,Chris Coons,9269028,,Chris,Coons,1963-09-09,M,,democrat,2,0,0,DE,,Senate,Democrat
01983,412391,M001183,N00032838,S338,7547,['S0WV00090'],40915,Joe Manchin,62864,,Joe,Manchin,1947-08-24,M,,democrat,2,0,0,WV,,Senate,Democrat
01460,400004,A000055,N00003028,,441,['H6AL04098'],29701,Robert Aderholt,45516,,Robert,Aderholt,1965-07-22,M,Protestant,republican,0,11,0,AL,4,House,Republican
02029,412438,A000367,N00031938,,105566,['H0MI03126'],21143,Justin Amash,1033767,,Justin,Amash,1980-04-18,M,,republican,0,4,0,MI,3,House,Republican
01558,400013,B001230,N00004367,S354,3470,"['H8WI00018', 'S2WI00219']",29940,Tammy Baldwin,57884,,Tammy,Baldwin,1962-02-11,F,,democrat,8,0,0,WI,,Senate,Democrat
02054,412469,B001269,N00025495,,47143,['H2PA11098'],21171,Lou Barletta,29618,,Lou,Barletta,1956-01-28,M,,republican,0,4,0,PA,11,House,Republican
00062,400018,B000213,N00005656,,27082,"['H4TX06117', 'S4TX00094']",15085,Joe Barton,5248,,Joe,Barton,1949-09-15,M,Methodist,republican,0,17,0,TX,6,House,Republican
01996,412404,B001270,N00031877,,28963,['H0CA33117'],21110,Karen Bass,62502,,Karen,Bass,1953-10-03,F,,democrat,4,0,0,CA,37,House,Democrat
01965,412330,B001267,N00030608,S330,110942,['S0CO00211'],40910,Michael Bennet,1031622,,Michael,Bennet,1964-11-28,M,,democrat,3,0,0,CO,,Senate,Democrat
01838,412250,B001257,N00027462,,17318,['H6FL09070'],20758,Gus Bilirakis,1022873,,Gus,Bilirakis,1963-02-08,M,,republican,0,6,0,FL,12,House,Republican
01753,400029,B001250,N00025292,,50544,['H2UT01094'],20357,Rob Bishop,1003621,,Rob,Bishop,1951-07-13,M,Latter Day Saints,republican,0,8,0,UT,1,House,Republican
00091,400030,B000490,N00002674,,26817,['H2GA02031'],29339,Sanford Bishop,26194,,Sanford,Bishop,1947-02-04,M,Baptist,democrat,13,0,0,GA,2,House,Democrat
02063,412478,B001273,N00031539,,25292,['H0TN06257'],21180,Diane Black,9268964,,Diane,Black,1951-01-16,F,,republican,0,4,0,TN,6,House,Republican
01748,400032,B001243,N00003105,,25186,['H2TN06030'],20351,Marsha Blackburn,31226,,Marsha,Blackburn,1952-06-06,F,Presbyterian,republican,0,8,0,TN,7,House,Republican
00099,400033,B000574,N00007727,,367,['H6OR03064'],29588,Earl Blumenauer,43809,,Earl,Blumenauer,1948-08-16,M,,democrat,12,0,0,OR,3,House,Democrat
02076,412490,B001277,N00031685,S341,1568,['S0CT00177'],41101,Richard Blumenthal,21799,,Richard,Blumenthal,1946-02-13,M,,democrat,2,0,0,CT,,Senate,Democrat
01464,400034,B000575,N00005195,S342,418,"['H6MO07128', 'S0MO00183']",29735,Roy Blunt,45465,,Roy,Blunt,1950-01-10,M,Baptist,republican,0,9,0,MO,,Senate,Republican
01687,400040,B001236,N00013873,S343,27958,"['H2AR03176', 'S0AR00150']",20101,John Boozman,92069,,John,Boozman,1950-12-10,M,,republican,0,7,0,AR,,Senate,Republican
01723,400041,B001245,N00024866,,1751,['H2GU00033'],,Madeleine Bordallo,1003568,,Madeleine,Bordallo,1933-05-31,F,Catholic,democrat,8,0,0,GU,0,House,Democrat
01468,400046,B000755,N00005883,,361,['H6TX08100'],29760,Kevin Brady,45749,,Kevin,Brady,1955-04-11,M,Catholic,republican,0,11,0,TX,8,House,Republican
01469,400047,B001227,N00001619,,2519,['H8PA01153'],29777,Bob Brady,55227,,Robert,Brady,1945-04-07,M,,democrat,11,0,0,PA,1,House,Democrat
01987,412395,B001274,N00030910,,121610,['H0AL05163'],21193,Mo Brooks,94888,,Mo,Brooks,1954-04-29,M,,republican,0,4,0,AL,5,House,Republican
01840,412196,B001260,N00027626,,66247,['H6FL13148'],20709,Vern Buchanan,1021626,,Vern,Buchanan,1951-05-08,M,,republican,0,6,0,FL,16,House,Republican
02018,412427,B001275,N00031227,,120335,['H0IN08114'],21132,Larry Bucshon,61837,,Larry,Bucshon,1962-05-31,M,,republican,0,4,0,IN,8,House,Republican
01751,400052,B001248,N00025219,,50120,['H2TX26093'],20355,Michael C. Burgess,1003620,,Michael,Burgess,1950-12-23,M,Episcopalian,republican,0,8,0,TX,26,House,Republican
00153,400054,B001135,N00002221,S300,21787,"['S4NC00089', 'H2NC05074']",29548,Richard Burr,31054,,Richard,Burr,1955-11-30,M,Methodist,republican,0,8,0,NC,,Senate,Republican
01761,400616,B001251,N00027035,,41077,['H4NC01046'],20340,G. K. Butterfield,1013540,,George,Butterfield,1947-04-27,M,Baptist,democrat,8,0,0,NC,1,House,Democrat
00165,400057,C000059,N00007099,,26777,['H2CA37023'],29323,Ken Calvert,26709,,Ken,Calvert,1953-06-08,M,Protestant,republican,0,13,0,CA,42,House,Republican
01676,400061,C001047,N00009771,S372,11701,"['H0WV02138', 'S4WV00159']",20146,Shelley Moore Capito,83737,,Shelley,Capito,1953-11-26,F,Presbyterian,republican,0,8,0,WV,,Senate,Republican
01564,400063,C001037,N00000267,,18883,"['H8MA08071', 'S0MA00117']",29919,Mike Capuano,56760,,Michael,Capuano,1952-01-09,M,Roman Catholic,democrat,10,0,0,MA,7,House,Democrat
01889,412258,C001072,N00029513,,84917,['H8IN07184'],20757,André Carson,1027364,,André,Carson,1974-10-16,M,,democrat,6,0,0,IN,7,House,Democrat
01752,400068,C001051,N00025095,,49296,['H2TX31044'],20356,John Carter (Texas politician),1004257,,John,Carter,1941-11-06,M,Christian,republican,0,8,0,TX,31,House,Republican
01925,412269,C001075,N00030245,S373,69494,"['H8LA00017', 'S4LA00107']",20919,Bill Cassidy,1030546,,Bill,Cassidy,1957-09-28,M,,republican,0,4,0,LA,,Senate,Republican
01839,412195,C001066,N00027514,,53825,"['H6FL11126', 'H6FL11134']",20708,Kathy Castor,1022874,,Kathy,Castor,1966-08-20,F,,democrat,6,0,0,FL,14,House,Democrat
00186,400071,C000266,N00003689,,21790,['H8OH01043'],29550,Steve Chabot,36705,,Steve,Chabot,1953-01-22,M,Catholic,republican,0,11,0,OH,1,House,Republican
01956,412270,C001076,N00028958,,103482,['H8UT03089'],20949,Jason Chaffetz,1031362,,Jason,Chaffetz,1967-03-26,M,,republican,0,5,0,UT,3,House,Republican
01970,412379,C001080,N00030600,,16539,['H0CA32101'],20955,Judy Chu,92573,,Judy,Chu,1953-07-07,F,,democrat,5,0,0,CA,27,House,Democrat
02055,412470,C001084,N00032019,,7349,['H0RI01073'],21172,David Cicilline,1033865,,David,Cicilline,1961-07-15,M,,democrat,4,0,0,RI,1,House,Democrat
01864,412221,C001067,N00026961,,44741,['H4NY11138'],20733,Yvette Clarke,1022875,,Yvette,Clarke,1964-11-21,F,,democrat,6,0,0,NY,9,House,Democrat
01654,400074,C001049,N00012460,,8967,['H0MO01066'],20147,Lacy Clay,88332,,Wm.,Clay,1956-07-27,M,Roman Catholic,democrat,9,0,0,MO,1,House,Democrat
01790,400639,C001061,N00026790,,39507,['H4MO05234'],20517,Emanuel Cleaver,10933,,Emanuel,Cleaver,1944-10-26,M,,democrat,7,0,0,MO,5,House,Democrat
00208,400075,C000537,N00002408,,27066,['H2SC02042'],39301,Jim Clyburn,21607,,James,Clyburn,1940-07-21,M,African Methodist Episcopal,democrat,13,0,0,SC,6,House,Democrat
01912,412271,C001077,N00024753,,1535,"['H8CO06138', 'H2CO00019']",20906,Mike Coffman,1031340,,Mike,Coffman,1955-03-19,M,,republican,0,5,0,CO,6,House,Republican
01878,412236,C001068,N00003225,,24340,['H6TN09068'],20748,Steve Cohen,1022876,,Steve,Cohen,1949-05-24,M,,democrat,6,0,0,TN,9,House,Democrat
01742,400077,C001053,N00025726,,46034,['H2OK04055'],20344,Tom Cole,1003609,,Tom,Cole,1949-04-28,M,Methodist,republican,0,8,0,OK,4,House,Republican
01805,400655,C001062,N00026041,,49935,"['H4TX19136', 'H3TX19021']",20531,Mike Conaway,1004595,,K.,Conaway,1948-06-11,M,Baptist,republican,0,7,0,TX,11,House,Republican
01959,412272,C001078,N00029891,,95078,['H8VA11062'],20952,Gerry Connolly,1015936,,Gerald,Connolly,1950-03-30,M,,democrat,5,0,0,VA,11,House,Democrat
00229,400080,C000714,N00004029,,26904,['H6MI01028'],10713,John Conyers,1824,,John,Conyers,1929-05-16,M,Baptist,democrat,27,0,0,MI,13,House,Democrat
00231,400081,C000754,N00003132,,48891,"['H2TN05131', 'H2TN04027', 'S4TN00096']",15019,Jim Cooper,1201,,Jim,Cooper,1954-06-19,M,Episcopalian,democrat,14,0,0,TN,5,House,Democrat
01774,400618,C001059,N00026341,,3577,['H4CA20082'],20501,Jim Costa,19599,,Jim,Costa,1952-04-13,M,,democrat,7,0,0,CA,16,House,Democrat
01836,412193,C001069,N00024842,,30333,['H2CT02112'],20706,Joe Courtney (politician),1021284,,Joe,Courtney,1953-04-06,M,,democrat,6,0,0,CT,2,House,Democrat
00250,300030,C000880,N00006267,S266,26830,"['S8ID00027', 'H2ID02034']",29345,Mike Crapo,26440,,Michael,Crapo,1951-05-20,M,Latter Day Saints,republican,0,7,0,ID,,Senate,Republican
01989,412400,C001087,N00030770,,119208,['H0AR01083'],21106,Rick Crawford (politician),623259,,Eric,Crawford,1966-01-22,M,,republican,0,4,0,AR,1,House,Republican
01604,400087,C001038,N00001127,,4295,['H8NY07046'],29925,Joseph Crowley,57880,,Joseph,Crowley,1962-03-16,M,Roman Catholic,democrat,10,0,0,NY,14,House,Democrat
01807,400657,C001063,N00024978,,5486,['H2TX23082'],20533,Henry Cuellar,1013062,,Henry,Cuellar,1955-09-19,M,Catholic,democrat,7,0,0,TX,28,House,Democrat
01670,400089,C001048,N00009738,,5488,['H0TX07055'],20139,John Culberson,88078,,John,Culberson,1956-08-24,M,Methodist,republican,0,9,0,TX,7,House,Republican
00256,400090,C000984,N00001971,,345,['H6MD07160'],29587,Elijah Cummings,43300,,Elijah,Cummings,1951-01-18,M,Baptist,democrat,12,0,0,MD,7,House,Democrat
01477,400093,D000096,N00004884,,233,['H4IL07037'],29717,Danny K. Davis,44325,,Danny,Davis,1941-09-06,M,Baptist,democrat,11,0,0,IL,7,House,Democrat
01641,400097,D000598,N00009604,,8168,['H0CA49055'],20108,Susan Davis (politician),85595,,Susan,Davis,1944-04-13,F,Jewish,democrat,9,0,0,CA,53,House,Democrat
00279,400100,D000191,N00007781,,27037,"['H6OR04047', 'S6OR00151']",15410,Peter DeFazio,6068,,Peter,DeFazio,1947-05-27,M,Catholic,democrat,16,0,0,OR,4,House,Democrat
01479,400101,D000197,N00006134,,561,['H6CO01141'],29710,Diana DeGette,90293,,Diana,DeGette,1957-07-29,F,Presbyterian,democrat,11,0,0,CO,1,House,Democrat
00281,400103,D000216,N00000615,,26788,['H0CT03072'],29109,Rosa DeLauro,19040,,Rosa,DeLauro,1943-03-02,F,Roman Catholic,democrat,14,0,0,CT,3,House,Democrat
01995,412403,D000612,N00031593,,28769,['H0CA19173'],21109,Jeff Denham,623287,,Jeff,Denham,1967-07-29,M,,republican,0,4,0,CA,10,House,Republican
01799,400648,D000604,N00026171,,9121,['H4PA15087'],20526,Charlie Dent,1011395,,Charles,Dent,1960-05-24,M,,republican,0,7,0,PA,15,House,Republican
02062,412477,D000616,N00030957,,123473,['H0TN04195'],21179,Scott DesJarlais,623517,,Scott,DesJarlais,1964-02-21,M,,republican,0,4,0,TN,4,House,Republican
01976,412385,D000610,N00031317,,67151,['H0FL19080'],20959,Ted Deutch,9267613,,Theodore,Deutch,1966-05-07,M,,democrat,5,0,0,FL,22,House,Democrat
01717,400108,D000600,N00025337,,24312,['H2FL25018'],20316,Mario Díaz-Balart,1003562,,Mario,Diaz-Balart,1961-09-25,M,Catholic,republican,0,8,0,FL,25,House,Republican
00303,400111,D000399,N00006023,,21689,['H4TX10028'],29571,Lloyd Doggett,36810,,Lloyd,Doggett,1946-10-06,M,Methodist,democrat,12,0,0,TX,35,House,Democrat
01850,412205,D000607,N00026586,S356,34212,"['H4IN02101', 'S2IN00091']",20717,Joe Donnelly,1012000,,Joe,Donnelly,1955-09-28,M,,democrat,4,0,0,IN,,Senate,Democrat
00316,400114,D000482,N00001373,,21853,['H4PA18131'],29561,Michael F. Doyle,36774,,Michael,Doyle,1953-08-05,M,Roman Catholic,democrat,12,0,0,PA,14,House,Democrat
02072,412488,D000614,N00030967,,126238,['H0WI07051'],21189,Sean Duffy,623570,,Sean,Duffy,1971-10-03,M,,republican,0,4,0,WI,7,House,Republican
02057,412472,D000615,N00030752,,47967,['H0SC03077'],21174,Jeff Duncan (politician),62713,,Jeff,Duncan,1966-01-07,M,,republican,0,4,0,SC,3,House,Republican
00322,400116,D000533,N00003209,,27069,['H8TN02069'],15455,Jimmy Duncan (U.S. politician),6114,,John,Duncan,1947-07-21,M,Presbyterian,republican,0,16,0,TN,2,House,Republican
01857,412215,E000288,N00028257,,38982,['H6MN05183'],20727,Keith Ellison,1022556,,Keith,Ellison,1963-08-04,M,,democrat,6,0,0,MN,5,House,Democrat
00344,400122,E000179,N00001003,,26972,['H8NY19058'],15603,Eliot Engel,6109,,Eliot,Engel,1947-02-18,M,Jewish,democrat,15,0,0,NY,16,House,Democrat
00355,400124,E000215,N00007335,,26741,['H8CA12098'],29312,Anna Eshoo,26130,,Anna,Eshoo,1942-12-13,F,Catholic,democrat,13,0,0,CA,18,House,Democrat
02067,412482,F000460,N00031672,,116919,['H0TX27061'],21184,Blake Farenthold,95180,,Blake,Farenthold,1961-12-12,M,,republican,0,4,0,TX,27,House,Republican
01633,400134,F000444,N00009573,S358,28128,"['H0AZ01184', 'S2AZ00141']",20100,Jeff Flake,87582,,Jeff,Flake,1962-12-31,M,Latter Day Saints,republican,0,7,0,AZ,,Senate,Republican
02061,412476,F000459,N00030815,,123456,['H0TN03254'],21178,Chuck Fleischmann,95146,,Charles,Fleischmann,1962-10-11,M,,republican,0,4,0,TN,3,House,Republican
02065,412480,F000461,N00031545,,116906,['H0TX17104'],21182,Bill Flores,623540,,Bill,Flores,1954-02-25,M,,republican,0,4,0,TX,17,House,Republican
01793,400640,F000449,N00026631,,41929,['H4NE01064'],20518,Jeff Fortenberry,1013049,,Jeff,Fortenberry,1960-12-27,M,,republican,0,7,0,NE,1,House,Republican
01791,400643,F000450,N00026166,,6051,['H4NC05146'],20521,Virginia Foxx,1013052,,Virginia,Foxx,1943-06-29,F,Roman Catholic,republican,0,7,0,NC,5,House,Republican
01707,400141,F000448,N00006423,,28399,['H4AZ04024'],20304,Trent Franks,1003550,,Trent,Franks,1957-06-19,M,Baptist,republican,0,8,0,AZ,8,House,Republican
00414,400142,F000372,N00000684,,22177,['H2NJ05014'],29541,Rodney Frelinghuysen,37781,,Rodney,Frelinghuysen,1946-04-29,M,Episcopalian,republican,0,12,0,NJ,11,House,Republican
01895,412327,F000455,N00030490,,110640,['H8OH11141'],20941,Marcia Fudge,1030928,,Marcia,Fudge,1952-10-29,F,,democrat,6,0,0,OH,11,House,Democrat
01973,412382,G000559,N00030856,,29664,['H0CA10149'],20958,John Garamendi,18413,,John,Garamendi,1945-01-24,M,,democrat,5,0,0,CA,3,House,Democrat
01998,412406,G000562,N00030780,S377,30004,"['H0CO04122', 'S4CO00395']",21112,Cory Gardner,623308,,Cory,Gardner,1974-08-22,M,,republican,0,3,0,CO,,Senate,Republican
02049,412463,G000563,N00031128,,45466,['H0OH18077'],21165,Bob Gibbs,1033844,,Bob,Gibbs,1954-06-14,M,,republican,0,4,0,OH,7,House,Republican
01801,400651,G000552,N00026148,,50029,['H4TX04039'],20527,Louie Gohmert,1011394,,Louie,Gohmert,1953-08-18,M,Unknown,republican,0,7,0,TX,1,House,Republican
00446,400154,G000289,N00009154,,27116,['H2VA06115'],39308,Bob Goodlatte,27025,,Bob,Goodlatte,1952-09-22,M,Christian Scientist,republican,0,13,0,VA,6,House,Republican
01992,412397,G000565,N00030771,,123491,['H0AZ01259'],21103,Paul Gosar,62470,,Paul,Gosar,1958-11-22,M,,republican,0,4,0,AZ,4,House,Republican
02058,412473,G000566,N00030880,,121782,['H0SC04257'],21175,Trey Gowdy,9268950,,Trey,Gowdy,1964-08-22,M,,republican,0,4,0,SC,4,House,Republican
01487,400157,G000377,N00008799,,334,['H6TX12060'],29762,Kay Granger,45709,,Kay,Granger,1943-01-18,F,Methodist,republican,0,11,0,TX,12,House,Republican
00457,300048,G000386,N00001758,S153,53293,['S0IA00028'],14226,Chuck Grassley,1167,,Charles,Grassley,1933-09-17,M,Baptist,republican,0,10,0,IA,,Senate,Republican
01656,400158,G000546,N00013323,,9425,['H0MO06073'],20124,Sam Graves,89873,,Sam,Graves,1963-11-07,M,Baptist,republican,0,9,0,MO,6,House,Republican
01979,412388,G000560,N00030788,,31969,['H0GA09030'],20962,Tom Graves,11519,,Tom,Graves,1970-02-03,M,,republican,0,5,0,GA,14,House,Republican
01803,400653,G000553,N00026686,,49680,['H4TX09095'],20529,Al Green (politician),1012969,,Al,Green,1947-09-01,M,Unknown,democrat,7,0,0,TX,9,House,Democrat
00462,400160,G000410,N00005870,,27100,['H2TX29030'],39304,Gene Green,26156,,Gene,Green,1947-10-17,M,Methodist,democrat,13,0,0,TX,29,House,Democrat
02070,412485,G000568,N00032029,,5148,['H0VA09055'],21191,Morgan Griffith,62766,,H.,Griffith,1958-03-15,M,,republican,0,4,0,VA,9,House,Republican
01708,400162,G000551,N00025284,,28253,['H2AZ07070'],20305,Raúl Grijalva,1003551,,Raúl,Grijalva,1948-02-19,M,Roman Catholic,democrat,8,0,0,AZ,3,House,Democrat
01922,412278,G000558,N00029675,,18829,['H8KY02031'],20916,Brett Guthrie,1031343,,Brett,Guthrie,1964-02-18,M,,republican,0,5,0,KY,2,House,Republican
00478,400163,G000535,N00004874,,26841,['H2IL08039'],29348,Luis Gutiérrez,23476,,Luis,Gutiérrez,1953-12-10,M,Roman Catholic,democrat,13,0,0,IL,4,House,Democrat
01933,412280,H001045,N00029632,,101985,['H8MS03067'],20925,Gregg Harper,1031347,,Gregg,Harper,1956-06-01,M,,republican,0,5,0,MS,3,House,Republican
02026,412434,H001052,N00029147,,19157,['H8MD01094'],21139,Andy Harris (politician),1033464,,Andy,Harris,1957-01-25,M,,republican,0,4,0,MD,1,House,Republican
02032,412444,H001053,N00031005,,8783,['H0MO04086'],21149,Vicky Hartzler,95050,,Vicky,Hartzler,1960-10-13,F,,republican,0,4,0,MO,4,House,Republican
00511,400170,H000324,N00002884,,26798,['H2FL23021'],29337,Alcee Hastings,1858,,Alcee,Hastings,1936-09-05,M,African Methodist Episcopal,democrat,13,0,0,FL,20,House,Democrat
01937,412281,H001046,N00029835,S359,74517,"['H8NM01224', 'S2NM00088']",20930,Martin Heinrich,1030686,,Martin,Heinrich,1971-10-17,M,,democrat,3,0,0,NM,,Senate,Democrat
01749,400175,H001036,N00024922,,49827,['H2TX05121'],20352,Jeb Hensarling,1003619,,Jeb,Hensarling,1957-05-29,M,Christian,republican,0,8,0,TX,5,House,Republican
02071,412486,H001056,N00031559,,101907,['H0WA03187'],21187,Jaime Herrera Beutler,95198,,Jaime,Herrera Beutler,1978-11-03,F,,republican,0,4,0,WA,3,House,Republican
01794,400641,H001038,N00027060,,23127,['H4NY27076'],20519,Brian Higgins,1013050,,Brian,Higgins,1959-10-06,M,,democrat,7,0,0,NY,26,House,Democrat
01913,412282,H001047,N00029070,,106744,['H8CT04172'],20907,Jim Himes,1031341,,James,Himes,1966-07-05,M,,democrat,5,0,0,CT,4,House,Democrat
01844,412200,H001042,N00028139,S361,1677,"['H6HI02251', 'S2HI00106']",20713,Mazie Hirono,91216,,Mazie,Hirono,1947-11-03,F,,democrat,4,0,0,HI,,Senate,Democrat
02079,412494,H001061,N00031688,S344,41788,['S0ND00093'],41107,John Hoeven,85233,,John,Hoeven,1957-03-13,M,,republican,0,2,0,ND,,Senate,Republican
00566,400189,H000874,N00001821,,26890,['H2MD05155'],14873,Steny Hoyer,1919,,Steny,Hoyer,1939-06-14,M,Baptist,democrat,19,0,0,MD,5,House,Democrat
02028,412437,H001058,N00030673,,38351,['H0MI02094'],21142,Bill Huizenga,1033765,,Bill,Huizenga,1969-01-31,M,,republican,0,4,0,MI,2,House,Republican
